Frequency(Hz),REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav,REC17.wav,REC18.wav,REC19.wav,REC20.wav,REC21.wav,REC22.wav
1937.5,53.4024,215.5632,123.4526,94.6043,24.0297,173.504,329.4403,77.5521,29.7002,38.4567,243.5008,58.1665,55.8874,243.9454,28.7152,95.8854,41.2543,76.2447,296.112,66.5027,61.3096,44.5756
1953.125,33.5114,211.4272,35.4752,117.0108,34.7204,152.0426,387.5797,18.3958,49.6945,45.6739,169.0312,6.0331,25.0177,178.0073,43.7841,78.4829,43.0748,100.6513,132.8337,51.8632,42.1034,51.9609
1968.75,9.2225,117.1222,98.6671,99.4038,31.3523,169.2586,357.3246,39.9045,25.4287,38.3076,120.1625,56.823,50.7451,252.5832,59.18,88.6357,18.6179,103.5791,350.0069,81.8539,79.3048,47.1735
1984.375,34.6236,263.0433,25.1538,146.6939,19.0176,158.3842,598.8956,8.9313,31.3784,47.7307,118.4946,84.3985,47.4673,125.3332,99.8232,104.0149,46.7094,204.4807,430.9441,73.0252,65.594,43.9919
2000,58.2476,145.7907,56.9931,92.1048,19.676,150.177,620.509,70.1032,30.3181,48.9312,143.7696,60.2774,67.7658,40.6497,64.0227,52.8259,23.5694,37.0788,328.3429,81.0653,12.6715,47.0145
2015.625,44.3919,375.2198,114.4661,96.1868,27.6475,125.5406,265.7367,95.6579,15.7547,24.9924,211.7082,37.9548,115.0635,70.8069,56.2308,44.5767,20.3294,55.1909,118.6238,72.9619,73.1461,44.1653
2031.25,83.2245,338.0205,122.9001,68.222,14.5704,215.585,221.6713,50.0423,20.7063,34.1863,103.6929,45.6275,85.6426,78.3514,82.3662,16.1427,41.3551,70.2934,192.495,59.9273,39.4886,45.3234
2046.875,30.1836,222.678,181.1923,28.8477,18.991,211.9519,156.9279,15.0971,3.0019,50.5812,36.6741,53.0934,59.4786,50.0999,45.8708,30.8055,61.069,89.3472,152.4371,54.9055,36.1159,35.3609
2062.5,46.5936,201.2383,196.0618,110.7691,21.8751,114.0164,91.1569,42.2215,19.2998,43.8702,209.7432,55.1995,10.7478,90.3188,77.8061,29.9958,53.8194,109.9311,54.4075,59.1754,46.0123,35.4946
2078.125,48.6669,34.8892,221.9424,99.0038,21.0821,140.7175,112.7198,39.0571,3.6434,0.5083,317.2621,32.729,48.1002,135.1574,21.0542,38.2181,41.8197,67.764,383.901,62.1606,49.2925,39.2602
2093.75,39.4248,186.3611,180.3338,79.1265,29.7613,103.2677,302.8689,69.0112,8.5511,42.8345,320.7643,31.7668,114.8246,114.6725,35.7008,53.7939,71.862,46.0397,313.1245,36.7935,11.137,24.2327
2109.375,12.1295,264.4769,64.8066,55.7566,12.6206,147.4584,60.2729,130.1776,6.0843,11.5571,397.6986,22.7071,130.4095,115.4777,104.0827,64.9666,5.9143,74.7009,315.3701,50.0341,14.6129,22.6042
2125,38.7735,310.9306,45.3988,26.3467,25.6728,184.38,181.4695,66.7449,9.8998,56.3609,413.9722,23.0352,59.2767,180.24,13.6659,64.7891,52.7204,34.8331,109.7303,31.3416,22.8411,31.8104
2140.625,27.8527,308.6187,68.786,42.0264,7.6392,218.6977,103.9331,35.709,1.9742,62.7385,277.6156,52.6219,28.6595,265.2728,26.2679,38.1693,32.3168,101.2353,344.4265,27.1484,15.8601,19.3981
2156.25,28.3393,358.2213,48.2149,29.4191,14.8588,251.4147,72.1933,10.1692,18.7239,55.7051,292.8526,74.258,89.6077,243.3758,73.0647,23.4084,19.8126,59.9922,413.7489,17.451,11.4625,17.7669
2171.875,16.109,357.052,103.2643,18.5701,17.1393,252.2639,118.6193,37.9296,15.6838,46.0163,330.2515,56.3346,35.202,209.4069,61.5345,58.0605,8.7698,61.4996,162.2052,20.6793,5.1967,14.7436
2187.5,45.9348,166.2892,152.9713,53.36,15.2215,154.0814,232.1066,84.5901,27.6721,18.3499,385.4322,54.3135,50.2078,144.8382,28.4398,100.1726,18.6697,165.2112,407.2796,29.6403,40.2304,11.6468
2203.125,30.5147,342.6581,176.9688,58.8402,12.4034,111.2001,240.6607,63.1689,17.6388,6.2144,353.2411,58.587,19.8375,161.3412,37.5075,129.205,19.5551,22.8511,359.2929,19.0653,26.2869,14.0337
2218.75,36.5603,213.9134,160.1488,45.9508,5.7012,62.6189,451.7747,68.6178,14.9356,24.9129,209.4568,21.8385,17.5,157.363,11.0296,184.8815,33.2132,79.3275,500.4543,21.3475,14.8866,13.1538
2234.375,39.9189,290.9093,66.9803,85.3031,18.2811,107.6629,598.8872,31.644,21.1418,23.8365,202.7109,0.7779,38.7794,202.6733,97.0284,152.6568,16.6171,94.6895,415.2253,12.3238,51.2052,13.5531
2250,24.4311,162.0971,64.5711,101.9058,14.0707,78.7158,612.4772,23.3174,14.139,8.2222,249.4888,21.9269,24.6423,151.7844,73.4295,156.3549,24.7979,40.2301,64.5755,38.4114,26.5897,14.5234
2265.625,24.8674,103.5518,46.5805,79.9782,14.8546,110.8758,287.3728,23.2878,24.7744,46.5781,258.7322,12.6152,12.1859,141.3674,90.3408,113.3004,9.5014,139.5,574.5181,40.2115,31.6474,29.7692
2281.25,9.8809,93.2261,40.0519,63.6012,3.0241,32.3999,61.7152,20.5102,19.2576,6.1729,226.2625,42.413,64.8935,149.4971,53.9306,63.2351,23.172,36.506,559.0526,30.8446,73.0316,14.1887
2296.875,16.4798,70.5588,115.2977,72.4043,19.7919,57.266,187.496,57.852,19.2877,30.4128,289.7709,46.1421,28.3752,222.1567,81.3334,51.9034,37.0947,51.6096,384.5823,41.828,66.2572,25.1145
2312.5,11.3519,63.0848,96.3265,72.1756,21.8339,93.3746,229.6744,25.5149,25.6827,23.5773,312.9828,28.4455,20.2107,169.5426,54.4998,25.7087,6.8154,53.4327,117.5342,49.8611,52.6855,21.2975
2328.125,34.5076,93.4275,91.1546,26.1343,9.9777,45.3121,207.5212,13.6945,6.5822,21.3993,188.1756,39.209,42.9042,172.6189,58.9182,51.8377,26.4699,65.5943,247.8636,34.946,95.702,27.1254
2343.75,36.8174,43.3258,151.8062,19.1218,2.6208,105.7592,212.5987,37.6149,24.7806,30.8652,132.6896,17.8824,11.2277,150.2415,61.8831,18.4258,17.9725,58.5926,280.8952,43.9047,58.0225,21.4626
2359.375,28.6456,34.1462,121.3941,36.9715,14.4664,117.3251,171.8175,24.7366,13.928,2.9474,160.036,16.5656,11.1135,135.1723,69.1679,33.1973,27.5329,53.7969,96.1379,52.3937,18.7252,22.3989
2375,11.3338,40.8831,123.7189,17.9951,13.4064,149.7856,62.0097,25.5821,18.8619,32.7188,159.5076,8.1172,45.649,67.2047,64.9603,20.8163,10.8867,83.0648,177.3059,41.4793,84.4986,28.5779
2390.625,46.5761,91.9064,69.632,32.0346,10.4771,99.1762,138.4007,4.4817,15.791,13.1548,80.1245,11.6914,19.5485,55.8663,27.2292,19.9492,14.4636,72.7456,104.1971,41.6806,64.628,23.2074
2406.25,29.1192,103.2914,74.6464,20.0195,12.2226,78.6035,409.0413,61.8835,7.4776,2.7053,82.9364,23.5968,8.9648,71.0823,61.4549,17.1187,20.397,70.4121,167.9598,47.8592,48.9587,23.4854
2421.875,23.747,56.3526,74.2562,48.1054,7.9142,142.9532,536.8195,88.7541,19.4696,30.0121,158.1824,17.7116,36.3678,89.147,64.4086,8.2586,32.4442,36.6825,193.4994,29.559,43.363,25.6163
2437.5,8.5103,151.541,109.6524,71.6237,12.9274,204.0895,307.1849,66.6151,16.7002,27.4231,159.0131,5.4939,23.6591,54.6904,66.0878,50.64,36.0621,33.01,364.0779,31.9935,5.3557,25.7316
2453.125,18.2861,125.9863,103.0205,55.2706,17.1465,188.2542,133.3146,56.4093,10.325,36.5967,49.9336,23.8182,42.6293,108.4222,31.3462,68.0687,28.7459,40.2479,137.1539,39.9202,40.1863,16.3934
2468.75,9.678,82.2552,92.9022,7.4043,10.0131,256.2526,21.6779,33.1456,25.4682,22.3423,54.8495,18.0018,11.3627,112.6551,22.3036,70.2422,15.0298,31.8309,68.77,38.6543,48.0314,21.3177
2484.375,24.7222,59.3743,34.3075,26.4285,19.0658,213.1529,84.0934,50.3327,3.0638,21.2288,77.4437,17.2239,35.2117,97.2625,12.1515,92.9897,9.3673,52.1077,163.6033,44.4268,22.6933,19.2258
2500,12.8501,53.5038,23.4177,64.9599,9.9975,202.8477,80.7702,21.8649,29.1592,17.619,19.1127,4.4007,5.5191,29.9428,26.6269,81.0146,25.5726,45.4103,115.606,13.589,33.1117,15.4406
2515.625,50.3482,60.6708,45.9713,59.69,15.9625,116.3597,90.7316,15.2353,0.601,22.5554,42.8394,29.517,22.3449,31.8829,35.4641,63.3907,15.0731,36.0594,97.1594,14.2999,27.8654,19.14
2531.25,30.8395,36.7631,40.4881,58.9515,18.7318,201.2209,226.5092,23.0138,35.3612,24.393,103.7748,29.5828,88.7185,31.9706,50.3579,67.7967,13.4181,78.2827,153.7952,13.2301,29.9147,15.651
2546.875,56.9773,24.4835,54.5013,101.4501,6.7309,201.549,114.1151,9.5127,19.5129,9.7456,89.3837,23.8468,46.1424,22.3785,14.8947,24.7997,27.3138,85.5999,202.1197,13.8489,49.767,13.5264
2562.5,27.952,156.7513,73.8603,58.5238,22.3134,130.913,123.1341,40.9782,16.0617,53.7387,177.1961,5.9305,93.9805,79.2013,55.9814,69.51,7.1669,31.1745,180.854,18.5077,48.8305,7.4861
2578.125,57.0881,47.6573,93.6428,56.2583,12.6233,89.2497,134.0565,25.6706,35.6957,5.476,346.4335,34.2271,99.7008,103.2143,40.4648,75.4144,44.6159,38.8874,238.104,14.9991,14.5816,13.5608
2593.75,26.7572,173.8107,115.4073,58.6882,20.2503,84.8477,177.9301,6.8663,12.3501,43.4061,314.6829,45.4481,46.3647,110.776,55.3874,67.6729,21.0146,52.3929,123.2139,10.9632,65.8182,14.0527
2609.375,24.2718,175.5752,76.3871,79.1864,27.5356,34.7997,269.1963,38.4284,40.6016,16.3061,181.1275,25.7133,79.288,101.5809,23.6335,123.8375,41.174,38.7193,164.4304,11.0763,73.6041,13.9273
2625,37.0878,103.9731,128.4801,68.476,11.6547,116.4741,163.4163,10.7701,12.3489,29.4073,135.9206,16.5379,48.2811,150.2845,72.3513,99.8954,5.572,52.654,180.645,23.131,70.0511,8.5724
2640.625,16.4122,122.0813,70.0787,14.5499,23.923,162.5386,184.7538,47.2259,31.96,51.948,38.6147,38.6396,29.1017,144.1018,26.597,79.0319,37.9275,117.169,162.6064,33.4182,110.3943,21.6217
2656.25,24.5614,58.7367,59.6106,25.8566,15.1531,131.8119,125.6239,71.6977,32.8441,26.875,72.1252,41.3835,42.3976,147.965,25.3306,98.3517,18.8984,59.835,247.2947,16.1082,14.4326,17.4625
2671.875,37.0757,179.584,95.3058,65.0494,17.6079,106.9605,131.1271,34.8736,20.0666,40.7252,48.56,24.3319,39.0412,58.9551,13.1315,40.7929,18.9212,63.2869,231.5221,40.2607,43.296,13.5323
2687.5,31.451,156.4871,38.145,90.4577,22.5122,111.1074,108.642,44.8527,25.4163,9.245,16.2973,22.2633,27.8136,94.1121,10.1132,91.5183,30.78,19.7669,198.3315,16.7398,52.4215,18.0253
2703.125,27.1981,207.4304,46.472,44.8544,30.4668,137.0041,154.5778,11.3566,39.3474,28.8021,50.7168,36.4119,65.4092,5.0886,41.3571,68.6494,73.4448,91.4693,109.2876,27.3652,41.066,16.4399
2718.75,32.4877,164.0546,43.0284,59.3598,13.6584,41.1377,169.0627,27.026,20.4252,8.6674,208.4778,44.1788,7.3404,18.3446,40.5982,43.0022,39.637,27.4772,199.6373,20.4817,31.0312,16.8965
2734.375,16.0271,41.1601,53.6978,40.1624,31.7587,66.2965,133.2448,33.1474,31.3171,38.632,270.0408,13.1272,25.0355,121.5289,19.55,52.5649,32.641,19.1422,239.3847,17.8566,67.1404,11.9115
2750,43.0781,143.0036,78.2986,26.1201,15.2649,74.1121,76.8429,3.0568,25.2501,9.8147,156.7687,29.5863,56.4309,134.2417,66.1363,12.7473,29.5484,38.0528,249.3262,24.1292,4.7493,16.2603
2765.625,20.9402,181.0331,162.3413,14.0426,19.6888,113.4159,207.5431,58.5827,17.1066,24.645,99.9825,24.1442,30.2417,84.9944,38.1686,32.1282,21.0895,119.2262,227.0108,28.301,39.8055,17.5914
2781.25,56.1728,103.0166,138.1708,30.0374,42.1938,129.4496,167.9405,45.182,31.0641,37.5622,251.2268,17.045,50.6822,24.844,47.0068,42.1852,56.6911,52.1923,260.3153,23.8918,53.241,18.9738
2796.875,16.8418,182.0571,148.166,49.7183,4.3592,192.8906,202.0183,16.3699,31.1198,34.7802,203.2651,28.0346,26.867,134.9706,18.4707,45.6276,52.294,72.5422,236.3198,26.2969,18.6853,17.4544
2812.5,34.9994,98.3339,135.1791,26.382,27.4327,105.3898,311.655,37.2463,4.9133,56.8958,248.6556,35.105,70.4806,106.6992,29.4544,71.6637,28.0151,44.5178,74.7441,24.8551,20.8005,13.7125
2828.125,55.0823,142.6146,50.3537,44.7777,28.784,60.3834,57.6515,45.9804,36.96,32.3524,296.5683,14.4108,59.1544,170.3849,26.8646,97.5133,27.2969,150.6713,41.965,11.0011,69.0411,16.1268
2843.75,35.8571,213.7947,59.699,31.5953,14.9544,131.9259,278.4867,8.3926,17.6361,38.1061,212.0721,13.1528,28.8609,141.9485,19.5136,58.0265,48.7442,62.5358,111.4667,5.8908,58.3513,17.237
2859.375,45.1492,73.577,26.554,32.1139,27.4778,102.1957,232.9662,52.5397,26.6989,62.9724,222.6214,48.8169,77.4565,91.0491,61.0624,79.8204,22.8873,34.3112,83.8706,5.2167,11.8244,19.3314
2875,12.2265,62.5499,42.2228,51.8853,23.2925,50.4405,216.4138,31.8786,29.0862,10.8467,136.207,38.1932,79.5594,57.4156,8.7289,55.4687,53.2189,76.3167,198.2615,13.035,17.942,18.2207
2890.625,10.7748,95.2136,36.7298,22.7878,27.2382,130.0943,154.8556,93.3067,24.2378,33.8104,51.0318,10.4416,69.2577,51.6558,19.0251,46.3394,14.9234,19.1972,364.0914,28.5142,67.025,26.921
2906.25,52.0297,47.9801,43.0645,20.005,13.881,213.3462,132.6163,80.0636,30.025,16.6214,59.5677,23.5251,18.9929,60.2363,104.3144,84.4487,64.3241,111.5112,171.9866,40.0206,43.7662,21.1522
2921.875,26.024,38.7002,61.1157,23.8805,37.0215,137.1471,194.0437,146.2876,22.6921,8.1205,44.9671,48.044,40.5304,96.8111,65.0517,60.4642,52.3743,24.229,195.0877,42.8119,28.3752,24.4167
2937.5,77.6559,109.0906,30.2596,67.9648,15.6594,76.7438,245.4238,136.981,41.0148,31.5361,89.4343,41.4065,53.785,110.2265,89.4513,124.0227,36.6279,33.5607,305.8218,30.1651,70.5487,27.1317
2953.125,57.7335,54.2994,17.3629,61.0508,22.6135,147.0901,367.3406,193.5307,28.2291,72.005,214.3761,18.1918,73.7068,10.5375,35.6212,113.1544,24.5844,93.5617,244.3741,36.1954,27.1654,33.7234
2968.75,98.5997,42.9365,102.852,25.4753,26.3507,170.3996,210.6911,45.8851,27.2233,40.1403,336.1665,20.2389,49.4201,74.1921,53.8595,34.7052,61.2727,83.7665,47.1072,31.7943,61.1587,32.2784
2984.375,15.8308,90.883,49.408,29.0652,27.8,115.9455,105.585,20.2595,35.1534,51.7374,433.5357,75.584,31.6889,97.84,40.0182,59.1068,25.1375,107.582,307.4136,33.2077,29.7687,35.3643
3000,22.4882,21.5457,36.8923,68.8756,26.653,220.7499,121.4614,47.7498,47.7133,45.6805,214.9208,53.3747,75.7431,136.7815,47.0228,37.5373,45.788,74.8992,351.0232,59.5662,68.1342,33.4202
3015.625,69.3381,96.9995,129.5264,89.1652,26.9775,136.3975,124.5568,48.266,36.9501,34.0726,230.2188,25.7929,59.2111,132.761,125.9064,56.1107,12.1304,63.3204,231.3225,59.524,45.7883,39.6595
3031.25,15.692,185.4642,82.8395,32.4301,20.7767,100.8671,126.4464,71.7694,37.546,76.8284,116.7584,25.188,43.9408,134.0869,12.0632,24.7529,43.2156,71.4677,195.1398,63.9742,71.6461,35.3374
3046.875,76.5747,136.2784,114.674,105.2079,32.9984,119.7165,131.3943,4.4117,59.888,31.5156,48.8077,69.651,96.4163,163.0985,45.5803,77.07,55.842,65.0156,107.0497,43.9065,56.9873,44.2013
3062.5,35.2951,163.962,15.0135,65.8418,13.6262,78.26,181.9927,36.9605,43.2194,10.1531,130.4889,58.1217,68.9025,92.0367,30.3747,80.9822,71.8837,113.8309,93.0836,62.2277,52.1842,38.4866
3078.125,58.5692,148.889,48.0318,75.3727,45.5046,56.5424,145.5769,32.7054,40.8844,82.6233,132.8068,40.8647,39.0646,129.4167,52.2371,22.0814,31.7588,97.8115,109.9343,47.9412,73.5103,42.7859
3093.75,27.7395,43.8638,124.7381,118.9901,27.4925,169.9633,140.8291,44.8792,53.6794,57.3637,271.7312,45.8737,39.9554,23.8565,22.7983,108.7475,45.5305,136.0925,79.0145,63.8228,85.3207,43.1104
3109.375,16.3895,112.8383,94.1679,34.2733,24.3558,198.5348,40.5958,22.7348,48.8824,57.0731,239.9057,46.7473,70.3858,87.2949,39.222,43.3816,35.3331,140.379,122.4268,73.0695,36.0417,45.5288
3125,67.8292,110.8391,91.45,95.8541,33.239,149.9374,95.602,67.6864,52.3631,92.1007,42.6946,56.1637,70.0791,76.6937,54.8253,76.4221,31.435,76.6375,83.7971,62.0406,87.0382,42.6076
3140.625,24.0239,174.1412,115.7105,44.0547,30.8433,35.1168,107.1788,12.4012,42.1656,45.0681,153.0892,73.7733,33.6727,147.6177,45.5752,82.3676,57.5742,183.8637,38.2007,63.3486,64.2947,46.2564
3156.25,59.8956,214.4386,95.0721,46.311,27.5601,120.83,66.5577,62.3279,55.496,88.1347,247.2358,40.0112,44.1025,59.3752,74.2844,26.8033,8.9032,107.1371,126.6267,51.3099,62.4669,41.3968
3171.875,29.1786,142.027,192.2849,140.3321,34.5165,103.0419,51.6047,27.3982,47.6934,77.7089,302.2585,26.9166,129.2761,168.5432,66.4525,77.4348,43.5077,90.9674,224.1273,45.557,55.498,41.3576
3187.5,24.5455,55.275,105.5606,95.3353,34.0877,84.0805,158.1373,75.6261,53.0416,15.5914,291.5471,111.3147,55.6824,14.9146,74.3664,54.4881,23.1031,136.9704,111.8608,45.5211,69.3678,41.8508
3203.125,58.6956,121.0033,105.4269,197.7832,26.4661,201.8204,306.4264,11.6625,38.664,52.3839,493.8821,98.0231,87.115,106.205,67.513,52.5749,50.6408,169.5248,118.1681,53.1728,52.3794,39.2571
3218.75,25.8285,113.8796,135.1606,102.6667,40.2689,229.0967,110.0461,93.5536,54.906,47.7743,420.0238,22.7732,158.7118,90.9109,35.6233,35.9956,41.0276,93.3451,72.7453,49.0919,60.3602,43.1135
3234.375,39.2789,60.956,102.3014,118.2717,34.1488,161.0693,235.9363,39.7026,42.7517,26.4196,215.6531,66.5977,73.5499,144.4143,38.2847,43.4436,86.0139,198.8942,121.0083,51.812,48.7559,41.4408
3250,61.7631,16.9707,38.5124,113.8343,35.2811,82.7515,304.5133,83.0414,47.4949,45.2766,6.6768,98.8926,131.4999,55.5035,43.6804,39.0443,14.7644,120.0151,178.3233,46.2955,48.4167,42.7024
3265.625,17.6732,186.3014,173.036,89.1357,38.8387,67.1258,235.2458,58.9186,44.558,56.0497,115.4637,79.5148,133.1583,165.3329,61.3762,74.0635,67.5963,107.3333,119.7192,41.2719,58.2646,32.301
3281.25,71.5375,254.4779,98.1105,105.1292,41.4717,70.3521,325.6719,65.1837,37.4829,62.6408,163.0718,12.1983,50.9898,105.1007,113.6424,44.713,39.2174,103.1707,201.7284,33.1174,23.6729,36.9144
3296.875,26.6021,136.5173,88.9893,19.0179,43.3796,14.1688,225.4565,49.56,50.2636,66.5028,287.6399,61.4856,87.6622,94.193,55.6759,19.8121,71.015,70.3063,293.9953,31.7563,62.8115,40.3604
3312.5,78.249,67.2107,95.3006,73.1773,35.3591,38.2048,106.5753,8.998,37.924,30.454,219.0038,81.961,27.2025,57.9444,63.6535,48.6512,43.6842,58.1145,208.337,28.3815,48.325,37.8735
3328.125,57.2539,105.1838,161.3167,64.8474,44.7686,52.1143,414.5153,105.1169,44.2555,78.015,171.4825,58.7137,100.0529,100.5246,23.7741,93.211,39.2055,157.423,321.8899,28.2237,14.5669,37.0018
3343.75,58.5345,292.4866,114.5497,15.4169,48.4143,13.0694,401.4604,31.8769,44.5837,41.4435,77.7222,40.1024,25.7225,74.2587,65.0275,67.3732,43.782,88.4205,169.059,34.5024,51.2915,35.6717
3359.375,72.3111,343.2355,113.0278,41.3284,49.5567,85.0001,179.9393,94.353,46.997,41.3052,174.1533,31.4449,77.8507,101.6127,108.3095,17.1724,59.7097,115.3214,224.2123,34.8376,48.6081,37.7499
3375,18.8257,196.2287,167.9013,84.028,44.2793,57.1897,134.0205,64.0876,38.4599,123.8009,226.3812,112.185,82.7322,76.4176,51.8943,83.0213,62.1641,152.718,226.5737,30.2083,13.5413,36.9393
3390.625,83.5437,142.7661,82.0496,23.417,44.3431,121.82,140.7634,60.0948,42.6493,18.0271,132.7802,133.6227,71.1996,86.4711,67.2401,85.3886,98.7632,69.8654,110.5754,16.4889,37.9794,37.3988
3406.25,23.5347,246.0743,109.5799,88.1804,66.3674,73.0156,335.1036,117.156,55.5427,106.7787,56.1619,56.7882,30.3778,147.9906,50.7045,58.1608,133.9779,136.715,228.4747,28.3412,48.6309,41.4993
3421.875,39.8284,212.5859,36.0286,64.0964,42.3176,73.3041,366.522,33.3177,33.7837,50.8428,70.6544,92.7062,69.5179,102.681,30.284,148.7367,98.8416,104.0867,160.0788,35.758,16.3649,39.9532
3437.5,95.6384,105.2195,40.5348,26.6076,46.6058,133.8088,199.9589,55.9197,44.4198,25.1266,342.7943,128.5232,78.1836,118.2558,105.6936,114.2757,110.5812,188.9277,49.3565,35.6506,58.9527,36.0094
3453.125,60.0233,186.4145,84.8947,111.0692,55.2449,124.8379,101.1934,59.0961,51.8493,108.2321,355.8006,81.5492,34.9548,74.7902,27.0831,116.3328,74.5395,140.2182,120.5634,39.0685,58.6319,40.3039
3468.75,38.4955,112.2687,128.4316,37.6244,56.7082,75.798,99.6009,65.7141,44.8821,50.6847,224.7066,15.0945,49.0836,21.8309,62.3294,146.5779,113.5392,174.2688,177.8422,25.8794,26.3414,40.4121
3484.375,87.6649,174.9225,50.5223,38.5828,47.3685,87.8168,96.244,66.7383,55.8742,51.9412,211.315,65.6663,64.5451,80.7247,30.5266,54.1673,36.117,124.516,63.1787,17.9513,40.1717,46.2858
3500,47.8731,80.5304,109.435,48.1766,56.5466,114.8644,88.4214,37.0916,37.3648,76.0995,118.5746,82.3707,57.7388,134.2575,53.4613,113.797,114.867,31.6602,82.4576,16.8452,39.5068,36.0911
3515.625,100.6644,215.3202,77.9119,67.0374,50.1185,47.0396,138.6517,96.3513,50.9361,48.6557,99.8396,57.9081,60.0608,114.7304,72.3972,78.8823,43.7696,101.1178,320.0894,34.8414,38.1926,46.006
3531.25,8.1009,64.2871,64.4595,48.9551,48.6357,33.0663,185.7361,27.9083,37.5804,52.6244,258.7809,22.2673,44.4958,84.8108,72.0096,28.9657,115.1181,111.3782,168.8045,39.2567,34.4252,42.2848
3546.875,121.8527,198.3812,60.8314,33.1286,52.0824,98.9122,297.8786,117.3448,46.2379,91.5384,275.2054,40.2997,22.5098,26.0344,64.2002,37.8347,38.7364,20.6325,176.7835,42.3918,49.7365,37.2727
3562.5,15.6088,292.3933,8.5996,49.4056,51.1002,59.2475,295.798,47.4589,40.3824,23.6511,228.1898,19.6933,58.8844,54.99,79.8927,44.4202,97.1763,26.9211,555.7482,39.3111,27.91,42.7805
3578.125,66.5988,66.853,135.0523,41.0468,42.6952,175.2595,315.1797,34.1954,39.2534,80.1207,70.0122,107.2506,41.8401,62.6121,70.5359,42.6041,40.4723,88.1359,333.0852,32.9841,36.3646,34.4115
3593.75,63.3435,147.5578,18.4726,38.8448,60.6184,176.9125,377.7438,78.2228,42.2867,37.4757,162.9535,85.4115,63.7107,86.0868,74.5967,57.6874,84.3069,140.662,154.1462,31.1518,42.1104,45.8456
3609.375,5.2338,71.6829,59.9468,78.9785,23.9254,102.6116,209.3147,51.5026,29.996,28.0524,173.2062,19.1651,16.957,85.775,49.2097,45.7519,41.0541,50.596,125.922,36.6293,36.6638,40.4398
3625,95.5189,58.4118,79.299,65.9547,54.6983,78.483,136.0287,48.0057,33.3904,55.0559,25.9044,52.4173,22.2844,63.3836,51.1045,47.7043,17.4985,107.0647,173.6306,28.506,34.1796,37.8667
3640.625,21.9952,146.9686,27.8538,140.9564,39.9456,79.0845,165.7338,45.6429,32.6855,49.7022,93.3432,53.9621,15.6097,38.6825,28.3141,89.0526,60.5848,90.2574,148.1218,45.5336,35.957,38.4982
3656.25,76.2847,163.5769,64.0183,85.1055,31.9929,71.5606,122.5448,88.5862,25.2376,21.7983,60.625,47.7649,25.7478,61.1403,19.8615,24.8041,36.8447,47.0845,24.4811,39.7054,23.5678,40.9262
3671.875,73.1327,103.7292,47.754,81.3594,46.178,74.8601,92.1939,29.5822,21.4759,59.5463,40.3348,6.9629,42.8417,82.0548,31.9873,50.636,78.1571,34.6523,100.979,47.6681,30.4315,39.3602
3687.5,8.0113,128.5588,39.4119,147.9018,30.7739,114.4649,130.4357,110.1548,28.7924,33.9257,161.7743,29.0456,29.3325,151.4885,51.4734,8.906,23.9025,84.8579,128.0938,42.7489,43.3556,37.7529
3703.125,91.1623,77.2611,45.7949,135.295,31.9661,91.4988,29.1319,20.3679,22.6936,28.4587,248.6906,10.3251,44.8778,126.6884,36.0058,59.6212,72.3994,17.5858,146.7292,56.9536,15.1949,39.0228
3718.75,49.5965,119.1368,23.7681,83.0602,42.6437,132.9748,133.2031,70.3299,29.7736,42.8322,164.3391,49.1439,38.1748,94.5669,66.3542,48.3813,27.7744,20.3216,236.5371,46.6481,45.3151,40.5686
3734.375,78.5536,87.3208,18.8038,74.7487,29.1618,89.7466,96.3109,20.0026,22.2105,37.1664,163.1771,65.5559,70.4226,75.9513,55.1295,18.474,71.8568,55.8343,52.5842,57.7694,36.5594,38.4981
3750,73.3913,127.6227,91.1952,74.3609,26.9873,77.8617,203.1889,43.2417,37.1267,21.8737,82.7068,75.0752,69.5555,87.1666,17.9972,46.182,12.3226,66.7598,93.0529,41.8321,45.9409,43.6071
3765.625,28.2982,105.1717,46.0928,125.5875,48.6086,38.7287,203.9382,31.9488,30.5333,53.7174,259.3243,54.0816,42.7943,20.3295,61.7313,61.115,75.9305,36.0828,45.9826,50.2322,34.584,43.6482
3781.25,54.3663,41.8965,76.9505,39.7707,33.3464,105.8008,173.9106,65.7004,34.4843,23.4693,306.2337,105.7992,9.432,77.421,40.148,24.5195,28.7076,59.7463,175.0512,53.7153,46.4371,45.757
3796.875,35.1913,248.1689,168.1331,113.9303,42.9727,24.9675,295.6541,29.0707,45.97,48.6579,297.5226,110.2723,38.5522,47.8159,48.7643,101.987,8.8859,71.6541,325.1237,51.0677,62.2862,42.4928
3812.5,26.319,213.7497,93.893,17.9727,47.4659,38.3955,154.6559,49.4653,40.9805,46.1786,259.3453,91.8404,40.1052,42.5832,52.8807,34.5864,78.227,14.6346,362.8037,63.571,49.7622,47.6062
3828.125,100.2756,207.2667,189.6834,103.11,41.6039,122.2318,123.0434,33.0044,53.9789,50.2725,293.1631,28.5012,75.832,60.5599,62.0365,74.3497,16.9202,125.9601,4.5362,56.9249,51.7326,47.653
