Frequency(Hz),REC0.wav,REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav
7281.25,5.4593,6.4776,15.0738,20.4854,12.7919,9.0607,11.1679,7.2595,6.5521,11.1459,9.8856,9.0233,14.0946,13.4846,15.6311,10.1171,9.5714
7296.875,17.4248,7.3609,17.0139,17.112,13.9407,14.0411,7.7185,18.3787,11.4445,20.1066,9.2354,13.2572,16.4298,13.7375,12.8099,16.8684,10.8582
7312.5,16.334,16.8482,10.5905,7.4287,13.1946,8.4732,17.272,12.7275,10.4119,9.7185,12.1375,11.2681,13.2125,12.444,13.6813,13.1515,9.1836
7328.125,9.7039,8.1112,12.9955,14.1421,13.5675,11.8808,7.194,8.0572,14.8608,17.4671,8.2129,11.1136,12.4724,16.6086,12.2116,13.2982,10.2926
7343.75,13.6316,16.024,15.819,13.8962,13.3609,8.389,11.064,14.9077,7.3089,13.2199,13.16,8.4139,13.8182,9.186,14.5362,13.3684,9.2992
7359.375,16.5773,11.5367,17.3758,8.5877,12.8689,13.0441,11.3076,12.0833,15.739,16.4444,9.9704,14.2417,15.5166,15.2749,15.3387,16.99,16.4777
7375,16.4166,11.3714,15.6216,27.0268,16.9885,11.4667,13.8261,21.5562,11.059,17.5658,12.3113,11.2489,18.2632,15.4073,15.8966,13.0525,10.7798
7390.625,14.147,11.1888,16.3944,11.9421,17.4522,14.5085,13.4867,14.7621,10.1031,12.9829,16.6425,12.7027,16.9954,17.8301,17.6305,19.9988,13.0341
7406.25,24.0837,14.8043,22.9886,21.1,20.3235,9.7318,12.3638,21.966,15.1035,25.5886,9.344,12.8373,19.3008,20.3925,17.8382,21.6917,13.0257
7421.875,21.4646,15.8468,17.4475,24.8888,20.4194,15.8041,13.2565,21.2972,7.9211,19.9364,13.5822,12.7114,22.1654,21.8382,24.443,20.4959,11.7055
7437.5,22.107,12.0673,31.3401,22.6248,24.0256,13.278,13.7959,22.2476,17.9001,24.4959,13.3572,12.2822,23.7859,23.3046,21.8339,23.8887,14.6084
7453.125,23.0641,14.3142,21.7694,27.6426,25.1435,9.741,13.189,27.349,10.9168,27.4361,13.8417,13.4485,27.5484,24.6327,24.7295,26.3829,12.4682
7468.75,31.5803,13.3593,30.7377,28.5769,28.6317,16.6631,12.5924,28.9245,13.4497,27.3325,12.0363,13.8913,23.2774,28.9773,29.7701,27.4418,12.5588
7484.375,25.2643,17.0286,28.6028,22.2498,29.453,10.274,16.142,26.3928,13.9815,32.4786,15.0747,12.3319,33.3927,27.2022,28.3906,30.5751,14.3488
7500,31.6204,9.682,32.0689,36.9376,28.5141,13.8799,13.1101,33.8555,13.8335,31.4564,9.9885,14.0345,28.6387,30.3308,29.1618,28.8312,12.7156
7515.625,28.6433,13.7677,34.2079,31.1906,31.6341,15.1125,14.795,31.4508,11.1325,31.0539,17.0329,12.3092,33.1752,30.7631,33.6575,32.3072,14.4707
7531.25,32.7994,17.3142,32.2284,30.6089,32.4758,11.0576,15.2083,31.9509,13.6091,32.8393,9.8024,16.5775,33.6066,33.5402,31.3016,33.3663,12.5658
7546.875,34.6169,13.9295,32.4768,35.1336,33.4876,13.3268,9.8984,30.6175,14.4435,33.5311,13.8267,12.366,35.3667,30.6402,34.6928,34.5853,16.6769
7562.5,34.8579,13.1956,41.9172,32.736,33.7778,16.1721,18.1451,42.7859,11.985,34.2654,12.7576,13.7059,32.887,36.1713,33.0857,34.2537,11.3928
7578.125,29.8602,20.2561,34.3014,33.7195,34.8615,13.1679,14.4128,32.8962,15.1296,38.6555,14.4376,13.8189,32.3604,35.5024,36.2406,35.5223,13.9446
7593.75,37.0416,12.8161,39.6786,38.5492,34.0514,12.7293,15.4344,32.8768,16.5518,36.0985,14.1135,17.368,39.7914,31.9278,34.6568,33.9143,16.0439
7609.375,33.6479,16.0607,29.8365,32.3234,35.0527,16.7592,13.1476,36.7495,13.1204,35.7916,17.1449,13.3674,32.9513,36.4362,33.7844,35.2469,14.6871
7625,31.8653,20.4745,34.6577,31.214,33.595,15.059,20.3133,35.1908,15.2752,35.019,12.3039,13.9562,34.1373,33.8963,34.2341,36.5611,15.8243
7640.625,42.0598,14.0153,41.1369,40.6573,33.6994,14.5155,16.1515,36.3398,16.8921,33.0653,13.7238,19.3405,35.0789,33.9344,34.1608,34.3133,19.6171
7656.25,26.9058,16.0899,31.356,31.4629,33.1032,17.4358,14.9633,32.7588,17.0708,36.8459,22.4249,13.2832,32.4828,33.6177,34.372,29.756,13.8147
7671.875,32.7931,21.3426,34.5572,32.7256,33.007,17.3637,21.2305,34.4131,16.5159,35.6451,15.4327,21.0674,33.1831,33.5413,30.1889,35.2727,18.3508
7687.5,32.2219,18.4112,29.9745,28.1313,31.4195,16.9422,20.7961,28.112,19.6947,24.2628,18.9204,18.9401,33.3593,28.2761,34.4215,31.8367,18.3718
7703.125,30.6128,18.417,33.3279,36.1527,30.3853,19.494,20.3416,33.4701,17.7377,36.5662,19.6432,19.2183,28.3476,29.5179,29.9698,29.6616,21.0912
7718.75,28.4414,22.4998,27.0665,24.888,29.2141,19.7272,17.3857,28.2732,21.6988,25.8433,20.7072,20.2726,28.9242,29.8047,29.5814,29.9949,18.9488
7734.375,27.409,21.4691,28.4912,29.32,27.1939,22.1621,20.8664,30.093,20.8055,30.652,20.2352,20.2702,28.883,30.1002,27.0837,27.4045,21.1508
7750,24.4883,20.0653,29.1383,26.8303,26.6127,21.9324,24.5799,27.4256,20.5161,28.6975,22.0515,21.2271,25.9546,25.677,28.0564,26.2538,22.4239
7765.625,28.0417,24.7014,22.5236,25.5734,24.5856,21.0683,21.0166,22.7578,23.9694,22.8295,22.024,24.3472,26.4881,23.5481,23.157,27.4609,23.135
7781.25,22.5914,22.4216,24.1693,24.0151,23.6678,25.0053,24.1534,25.5853,22.9962,24.417,25.1697,22.6611,22.293,24.2598,24.3412,20.525,23.5174
7796.875,20.9986,24.7353,23.5386,20.1391,22.4376,24.0511,25.7977,19.9519,25.7767,22.2651,24.5647,24.3238,21.572,21.4626,21.5295,23.3829,23.9647
7812.5,20.7487,26.212,18.9812,18.8258,20.4055,24.9483,24.9663,20.1031,25.1247,16.7118,24.7164,26.737,20.5432,20.0568,19.9221,20.8106,25.1787
7828.125,20.469,23.9722,18.1976,22.0164,18.568,27.8841,26.8363,19.1797,24.2773,21.8308,25.934,25.4624,18.7829,18.1811,20.0349,16.4722,27.6044
7843.75,16.5121,28.5319,14.8621,15.086,16.6864,24.2516,23.1072,15.7262,29.3028,14.6475,26.5187,26.5737,17.44,17.7394,16.0216,18.6886,25.1399
7859.375,14.1904,24.9035,17.2763,16.1906,15.692,30.0188,27.5229,17.4729,26.4318,17.463,28.216,26.5805,14.3822,17.5556,15.5814,14.9349,26.7274
7875,14.9495,28.0465,15.3724,14.3629,14.444,28.2904,28.0829,14.5632,26.7557,15.5181,27.6437,28.1513,14.3847,14.6763,14.5116,13.7068,28.7487
7890.625,15.7301,28.7795,8.9894,11.3719,13.4532,26.6707,27.9878,8.4109,30.3227,7.8197,28.539,28.7858,14.0771,10.4498,12.9481,13.7416,27.8132
7906.25,12.6351,27.4638,11.8875,15.011,12.2108,30.7135,28.0013,14.13,27.1962,14.4865,28.7577,28.8743,10.3448,13.427,12.4038,10.9942,28.9343
7921.875,9.399,27.7125,10.4212,8.5911,10.81,27.8425,27.9737,9.2173,30.3896,9.6373,30.0519,27.9689,10.6324,11.3205,9.9725,11.8886,26.6585
7937.5,11.5986,29.699,9.1726,9.013,9.826,30.8802,28.9438,8.1902,28.6924,7.7942,28.6966,29.9083,8.8177,9.7225,9.2215,8.9039,31.8538
7953.125,10.6434,27.8165,6.8784,10.7387,8.757,30.3205,28.5535,9.7567,29.115,9.7805,30.5743,28.5599,10.2192,9.1989,9.5406,7.588,28.9388
7968.75,8.1219,29.406,7.195,9.8659,8.4918,28.8336,27.3061,8.2327,30.4305,9.5888,29.1928,30.4247,7.7507,9.9744,7.5269,10.0282,28.68
7984.375,8.2938,28.5267,7.4845,6.4267,8.6944,31.8122,30.3876,6.7119,30.9353,5.4633,30.7517,30.0726,7.5809,7.32,9.7808,7.8168,29.6308
